15629	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5026	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
11252	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5150	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4057	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12373	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3453	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9878	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4988	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
13032	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13060	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3541	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9373	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4120	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
13517	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12059	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3932	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
577	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1362	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
9764	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6511	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
10932	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13040	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2416	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
9554	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
11701	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
11054	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13485	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10043	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14551	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
893	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9573	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
647	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1867	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16112	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
12091	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1460	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
11180	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7320	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
15151	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6151	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2645	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17284	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4152	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15006	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9570	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5314	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
560	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15399	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2101	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
9998	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17796	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14912	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10650	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7204	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
5434	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4433	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
16012	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9599	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
15167	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6945	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2875	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
817	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14305	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
11818	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13947	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
538	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17479	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1166	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
397	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
17872	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10103	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
17326	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14786	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10672	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10577	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
16156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10489	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2958	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
10840	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5850	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12291	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1615	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6812	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
17022	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6434	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11935	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10738	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7242	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5622	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
10965	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1527	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17528	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
918	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
14914	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15513	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9652	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
368	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
13696	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1245	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4301	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
12830	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
11700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1640	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13909	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
16662	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
